Time(ms),PCElapsed(ms),ADC,Voltage(V)
1418250,4547.000,644,0.692
1418255,4547.000,644,0.692
1418260,4563.000,644,0.692
1418265,4563.000,644,0.692
1418270,4594.000,644,0.692
1418275,4610.000,644,0.692
1418280,4610.000,644,0.692
1418285,4610.000,644,0.692
1418290,4610.000,645,0.694
1418295,4610.000,644,0.692
1418300,4610.000,644,0.692
1418305,4610.000,644,0.692
1418310,4610.000,644,0.692
1418315,4610.000,644,0.692
1418320,4610.000,644,0.692
1418326,4625.000,645,0.694
1418331,4625.000,644,0.692
1418336,4641.000,645,0.694
1418341,4641.000,645,0.694
1418346,4641.000,645,0.694
1418351,4641.000,644,0.692
1418356,4656.000,644,0.692
1418361,4656.000,645,0.694
1418366,4656.000,645,0.694
